text,label,category
"IndusInd Bank Notice: Security audit requires all premium account holders to re-register their UPI VPA today. Failure will lead to ₹1,500 daily penalty. Link: http://indusind-upi.link",SCAM,bank_impersonation
Federal Bank Alert: Immediate customer verification required under RBI circular 2024. Verify your identity at http://fednet-security.net before 6 PM today.,SCAM,bank_impersonation
"IDFC FIRST Bank: Unrecognized transfer attempt of ₹75,000 detected. To block this transaction immediately, open http://idfc-antifraud-desk.in and confirm cancellation.",SCAM,bank_impersonation
"Dear customer, Indian Bank notification: Your debit card is disabled for domestic transactions. Renew card security parameters at http://indianbank-cards.online right away.",SCAM,bank_impersonation
Yes Bank Security Alert: We detected dual SIM swap on your registered number. Verify account ownership at http://yesbank-sim-protect.com or account will be frozen.,SCAM,bank_impersonation
RBL Bank Customer Notice: Your account will be frozen by midnight due to pending compliance audit. Submit online verification at http://rbl-online-audit.co immediately.,SCAM,bank_impersonation
"Dear SBI Account Holder, you have an unverified inward credit of ₹68,500 waiting. Authorize receipt by authenticating at http://sbi-inward-remit.top",SCAM,bank_impersonation
"Standard Chartered Alert: Regulatory hold placed on account ending 9102. Transfer ₹10,000 refundable compliance fee to clear verification escrow account.",SCAM,bank_impersonation
UCO Bank Warning: Your net banking profile is scheduled for permanent cancellation. Prevent cancellation by submitting user details at http://uco-reactivate.info,SCAM,bank_impersonation
Attention: Reserve Bank of India has marked your account 3910 for suspicious transaction investigation. Call verification desk at 9988112233 immediately.,SCAM,bank_impersonation
"Dear customer, your SBI KYC has expired today. Your account will be blocked within 24 hours. Update your Aadhaar and PAN immediately at http://sbi-kyc-update.com",SCAM,kyc
URGENT: Paytm Wallet KYC verification failed. Your wallet balance will be forfeited tonight. Click http://paytm-kyc-desk.in to complete instant video KYC.,SCAM,kyc
Airtel Payments Bank Alert: Your FASTag and Wallet KYC is incomplete. Services will terminate today. Submit documents at http://airtel-fastag-kyc.org,SCAM,kyc
HDFC Bank Notice: Your PAN card is not linked to your savings account. Pay ₹50 penalty and link PAN at http://hdfc-pan-link.net to keep account running.,SCAM,kyc
"Dear Jio user, your e-KYC documents are invalid. Your outgoing calls and UPI services will be disconnected within 2 hours. Call KYC executive at 9823019283.",SCAM,kyc
Axis Bank Alert: Mandatory KYC re-verification is pending for A/C 9941. Upload copy of Aadhaar and bank passbook at http://axis-kyc-online.info to avoid freeze.,SCAM,kyc
"Dear customer, PNB KYC department notice: Account will be suspended permanently today. Download PNB Quick KYC App from http://pnb-quick-kyc.apk to verify.",SCAM,kyc
Bank of Baroda Alert: Your biometric KYC is outdated per latest RBI guidelines. Update details at http://bob-biometric-kyc.co within 3 hours.,SCAM,kyc
ICICI Bank: Your saving account is temporarily restricted because KYC was not updated. Click http://icici-quick-kyc.net to reactivate immediately.,SCAM,kyc
Kotak 811 Notice: Immediate action required! Your digital savings account will be closed due to incomplete full-KYC. Complete now: http://kotak811-kyc.link,SCAM,kyc
"Dear Customer, your BSNL SIM card KYC has expired. Your incoming SMS and banking OTPs will stop in 1 hour. Dial 9871234560 for instant verification.",SCAM,kyc
Canara Bank Alert: Your ATM card has been blocked due to unlinked PAN card. Visit http://canara-pan-update.in to restore ATM card privileges.,SCAM,kyc
"Dear Google Pay user, your UPI ID will be deactivated today due to non-compliance with NPCI KYC standards. Update KYC at http://gpay-npci-verify.org",SCAM,kyc
"Union Bank KYC Alert: Re-KYC deadline ends in 2 hours. Failure to update will freeze existing balance of ₹84,200. Link: http://union-rekyc.site",SCAM,kyc
"Dear customer, your PhonePe wallet is suspended due to pending document verification. Verify PAN number at http://phonepe-wallet-kyc.co to unlock wallet.",SCAM,kyc
"IndusInd Bank Notice: Your Aadhaar authentication failed during annual audit. Avoid ₹2,000 non-compliance charge by updating at http://indusind-kyc-desk.top",SCAM,kyc
"Alert: Vi (Vodafone Idea) customer, your SIM will be deactivated by 8 PM due to pending paperless KYC. Contact verification team at 9899123456 immediately.",SCAM,kyc
"Dear customer, Central Bank of India informs: Your account is placed on debit freeze due to incomplete KYC. Upload documents at http://cbi-online-kyc.info",SCAM,kyc
SBI Card Alert: Your SimplyCLICK Credit Card is blocked for online transactions due to overdue KYC. Submit income and PAN at http://sbicard-kyc.net now.,SCAM,kyc
Indian Bank Notice: Immediate attention! Your KYC compliance status is marked INACTIVE. Prevent account freeze by clicking http://indianbank-rekyc.in,SCAM,kyc
"Dear user, your FASTag wallet has been blacklisted at all national toll plazas due to KYC failure. Recharge and verify at http://fastag-kyc-portal.net",SCAM,kyc
RBL Bank Alert: Complete your periodic KYC re-submission today to keep UPI and ATM services active. Click http://rbl-kyc-verify.co,SCAM,kyc
IDFC FIRST Bank Notice: Submit PAN verification immediately at http://idfc-kyc-update.org to restore debit card and international remittance permissions.,SCAM,kyc
Bank Alert: Your savings account has been frozen under Section 133A due to missing KYC documents. Contact compliance officer at 9811445566 immediately.,SCAM,kyc
"Dear Customer, your Mobikwik wallet balance of ₹4,500 will lapse tonight due to incomplete KYC. Complete KYC at http://mobikwik-kyc.link to withdraw.",SCAM,kyc
"Dear customer, your excess electricity bill payment of ₹3,450 has been approved for refund. Claim your refund instantly to your UPI account: http://bijli-bill-refund.in",SCAM,refund
"Income Tax Department Notice: Your tax refund of ₹24,890 for FY 2023-24 has been calculated. Enter your bank details at http://incometax-refund-gov.co to claim.",SCAM,refund
Swiggy Refund Desk: We apologize for order cancellation. A refund of ₹850 is waiting. Approve the UPI collect request of ₹850 on your PhonePe app to receive money.,SCAM,refund
"Indian Oil LPG Subsidy: You have an unclaimed gas cylinder subsidy refund of ₹1,850. Click http://lpg-subsidy-claim.org and enter UPI PIN to credit your account.",SCAM,refund
"Flipkart Support: Your returned order refund of ₹4,999 failed due to invalid IFSC. Claim refund directly into bank account via http://flipkart-refund-portal.net",SCAM,refund
"IRCTC Refund Notice: Train ticket cancellation refund of ₹2,340 is pending verification. Approve the pending payment request in Google Pay to credit your savings account.",SCAM,refund
"Amazon Pay Refund: Your accidental recharge of ₹1,499 has been reversed. Tap the link http://amzn-refund-claim.co and enter your UPI PIN to accept credit.",SCAM,refund
"Dear user, duplicate debit of ₹12,500 detected on your SBI card. To receive instant refund into account, confirm verification OTP sent to your phone.",SCAM,refund
"Air India Refund Department: Your cancelled flight ticket refund of ₹8,900 is ready for transfer. Authorize the UPI collect link sent to your registered VPA.",SCAM,refund
"Electricity Board Alert: You overpaid your power bill by ₹1,280 last month. To credit back amount to your bank, install Electricity Refund App from http://power-refund.apk",SCAM,refund
"MakeMyTrip Customer Care: Hotel refund of ₹6,200 is awaiting customer acceptance. Click http://mmt-instant-refund.site and submit your card CVV to receive payment.",SCAM,refund
Zomato Refund Desk: Compensation voucher of ₹450 converted to cash refund. Click http://zomato-cash-refund.in to transfer balance directly to your bank account.,SCAM,refund
"Dear customer, your pending FASTag security deposit refund of ₹1,500 is approved. Claim immediately at http://nhai-fastag-refund.org or amount will expire.",SCAM,refund
"BSNL Billing: Overcharge refund of ₹940 pending. Open Google Pay, find request from BSNL-Refund-Desk, and enter your UPI PIN to accept incoming deposit.",SCAM,refund
"Airtel Broadband: We are refunding ₹2,100 security deposit for closed connection. Click http://airtel-refund-claim.com to provide bank account for instant transfer.",SCAM,refund
"Dear user, insurance premium excess deduction of ₹15,400 has been sanctioned for refund. Call claims officer at 9877112233 to initiate direct bank deposit.",SCAM,refund
Uber Support: Overcharged ride fare refund of ₹320 is pending. Please approve the incoming UPI payment request in your payment app to collect.,SCAM,refund
"Credit Card Overpayment: You have an overpayment credit of ₹18,750 on your credit card. Transfer to your savings account by clicking http://card-refund-settle.co",SCAM,refund
"Jio Fiber: Installation cancellation refund of ₹2,500 is ready. Enter your UPI ID and PIN at http://jio-refund-desk.in to credit your bank account instantly.",SCAM,refund
"Dear customer, refund of ₹5,600 towards failed ATM cash withdrawal is processed. Authenticate your debit card number and ATM PIN at http://atm-refund-help.in",SCAM,refund
"Provident Fund (EPFO): Unclaimed PF settlement balance of ₹42,100 is approved for release. Verify banking details at http://epfo-claim-refund.co within 48 hours.",SCAM,refund
"BookMyShow Refund: Event cancellation refund of ₹3,100 waiting for bank routing. Provide your net banking username and password at http://bms-refund.net",SCAM,refund
"Tata Neu Refund Desk: Cashback voucher worth ₹1,200 could not be credited. Complete account authentication at http://tata-neu-refund.org to claim.",SCAM,refund
Delhi Metro Rail Corporation: Smart card excess deduction refund of ₹600 approved. Click http://dmrc-refund-card.top to transfer money to Google Pay.,SCAM,refund
"Dear Shopper, Myntra refund of ₹2,799 has been reversed to virtual escrow. Release escrow to your UPI account by verifying credentials at http://myntra-refund.cc",SCAM,refund
"Amazon Customer Service: Your order for Apple iPhone 15 Pro (₹1,29,900) has been placed. If you did not place this order, call fraud helpline 9822001122 immediately.",SCAM,support_impersonation
Flipkart Delivery Executive: Your parcel cannot be delivered due to wrong delivery address pin code. Pay ₹5 redelivery fee at http://flipkart-address-update.in or parcel returns.,SCAM,support_impersonation
Airtel Customer Care: Your postpaid SIM card is scheduled for disconnection in 30 minutes due to tower upgrade. Call support officer at 9844001122 to avoid blackout.,SCAM,support_impersonation
WhatsApp Support Desk: Your WhatsApp account will be deleted tonight due to report of suspicious activity. Verify ownership at http://whatsapp-support-verify.com,SCAM,support_impersonation
Netflix Billing Team: Your subscription has been suspended because payment method was declined. Update card details at http://netflix-billing-update.in within 1 hour.,SCAM,support_impersonation
BlueDart Courier Alert: Delivery of shipment 92837192 is held at regional customs warehouse. Pay clearance customs fee of ₹48 at http://bluedart-tracking-fee.com,SCAM,support_impersonation
Microsoft Windows Support: Critical Trojan alert detected on your personal laptop. Call certified Windows engineer at 1800-201-9988 immediately to protect your bank accounts.,SCAM,support_impersonation
"DHL Express: Your international courier from UK contains restricted items. Pay inspection fee of ₹2,400 via UPI immediately to prevent confiscation and police inquiry.",SCAM,support_impersonation
Swiggy Delivery Partner: Customer address incomplete. Please call support team at 9811002233 and share one-time PIN to allow delivery boy to access society gate.,SCAM,support_impersonation
Google Security Operations: Unauthorized login attempt detected from Russia on your Google Account. Call Google technical support immediately at 9876540011.,SCAM,support_impersonation
Apple Support India: Your iCloud account is locked due to multiple unauthorized access attempts. Verify your Apple ID at http://apple-icloud-secure.net right now.,SCAM,support_impersonation
India Post Courier: Your speed post consignment could not be delivered due to missing house number. Pay ₹10 address update charge at http://indiapost-update.top,SCAM,support_impersonation
Uber India Helpline: Your driver reported dispute regarding unpaid toll charge of ₹380. Clear toll immediately via http://uber-toll-pay.in to unblock your account.,SCAM,support_impersonation
"Zomato Support Alert: Suspicious dining voucher redemption of ₹4,500 detected on your profile. Contact customer security desk at 9866001122 to cancel deduction.",SCAM,support_impersonation
SBI Card Customer Service: Your credit card annual fee waiver request is ready. Call customer representative at 9833004455 to claim lifetime free card upgrade.,SCAM,support_impersonation
Delhivery Courier Support: Consignment 7718290 on hold. Update delivery time slot and pay nominal ₹15 verification fee at http://delhivery-slot-book.site,SCAM,support_impersonation
"Hotstar Disney Support: Your annual VIP membership will auto-renew for ₹4,999 tonight. To cancel recurring debit, call cancellation desk at 9899003311 immediately.",SCAM,support_impersonation
HP Printer Support: Your wireless printer driver license expired. Call printer helpline 9871002244 to avoid remote network lockdown and data compromise.,SCAM,support_impersonation
Cred Customer Support: Suspicious login from Samsung Galaxy device in Dubai. Verify your registered mobile number at http://cred-security-desk.co immediately.,SCAM,support_impersonation
"MakeMyTrip Flight Support: Indigo flight cancellation insurance of ₹1,800 is due. Contact ticketing officer at 9822334455 to avoid seat cancellation.",SCAM,support_impersonation
Urban Company Desk: Service professional cannot locate your premises. Confirm society access gate pass by clicking http://urban-gatepass-verify.in,SCAM,support_impersonation
BookMyShow Support: Duplicate ticket booking detected on your phone number. Call ticketing support at 9811882233 within 15 minutes to receive instant refund.,SCAM,support_impersonation
Jio Customer Service: Your 5G unlimited trial plan is terminating today. Call 9845009988 to upgrade to complimentary lifetime 5G without bill increase.,SCAM,support_impersonation
Shadowfax Courier: Delivery boy waiting outside society. Confirm OTP code sent to your phone to release fragile parcel shipment.,SCAM,support_impersonation
"SonyLiv Support: Unauthorized login from unknown Chrome browser. If not you, contact our security desk immediately at 9888001122 to secure subscription.",SCAM,support_impersonation
"SafeBank Alert: A debit request of ₹48,000 is being processed on your account. To cancel this transaction immediately, provide OTP 839201 to our security agent.",SCAM,otp_pin
"Dear customer, do not share this OTP with anyone except the customer care executive on call to reverse the fraudulent transaction of ₹22,500.",SCAM,otp_pin
"Enter your 6-digit UPI PIN on the incoming payment prompt to receive the winning cashback amount of ₹15,000 directly into your bank account.",SCAM,otp_pin
"Bank Verification: Share the 6-digit authorization code received via SMS to complete cancellation of your auto-debit request of ₹35,000.",SCAM,otp_pin
"To accept ₹4,999 refund from PhonePe into your State Bank account, enter your UPI PIN on the screen when prompted by our executive.",SCAM,otp_pin
"Alert: Login attempted from unknown device. To protect your netbanking account, tell the 6-digit security code to the customer verification officer now.",SCAM,otp_pin
"Dear user, your credit card reward points worth ₹8,200 are ready to redeem. Provide your 4-digit ATM PIN to our executive to credit cash to your savings account.",SCAM,otp_pin
"Axis Bank Fraud Alert: An unauthorized transaction of ₹65,000 is pending approval. Reply with your OTP 492018 to decline and block card immediately.",SCAM,otp_pin
Please read out the 6-digit confirmation code sent to your mobile phone to verify your identity and stop the ongoing international transfer of $500.,SCAM,otp_pin
"Google Pay Reward: You won ₹7,500 in Diwali lucky draw. Enter your Google Pay secret PIN to deposit money into your account.",SCAM,otp_pin
"Bank Security Notice: We are cancelling an unapproved Amazon transaction of ₹38,900. Dictate the OTP received from SafeBank to our fraud investigator.",SCAM,otp_pin
"Dear Customer, share the 6-digit SMS verification code with the executive on line to prevent debit of ₹19,999 on your Kotak credit card.",SCAM,otp_pin
"To reverse the accidental charge of ₹12,000, please input your UPI PIN on the secure payment link sent to your WhatsApp number.",SCAM,otp_pin
"HDFC Bank Alert: NetBanking password reset requested from IP 104.28.19.2. To reject this request, tell your OTP to our helpline officer immediately.",SCAM,otp_pin
"Enter your UPI PIN to approve receipt of ₹25,000 insurance claim credit into your bank account.",SCAM,otp_pin
"Alert: Your debit card is being linked to a new Samsung Pay wallet. If not initiated by you, share OTP with the support representative to block wallet linking.",SCAM,otp_pin
"Dear customer, tell the 6-digit verification code to our representative to unlock your frozen ATM card privileges without visiting branch.",SCAM,otp_pin
"To cancel the pending mandate of ₹8,500 on your Canara Bank account, provide the 6-digit OTP received from VM-CANBNK to the executive.",SCAM,otp_pin
"PhonePe Cashback: Receive ₹3,200 cash reward. Open PhonePe, tap Pay, enter your UPI PIN to transfer cashback into your account.",SCAM,otp_pin
"Immediate Action: Share the secret code sent to your SMS to block unauthorized wire transfer of ₹95,000 initiated from your account.",SCAM,otp_pin
"Dear user, to accept payment of ₹18,000 for your OLX item, enter your UPI MPIN on the QR code scanner prompt.",SCAM,otp_pin
"ICICI Bank: One-Time Password for transaction of INR 44,900 is 773192. Share with bank officer only if you wish to reverse this transaction.",SCAM,otp_pin
"To claim your income tax assessment refund of ₹14,200, input your 4-digit ATM PIN on our automated telephone system now.",SCAM,otp_pin
"Confirm the 6-digit code received on your mobile to allow customer care to reverse the duplicate utility bill deduction of ₹6,700.",SCAM,otp_pin
Urgent security verification: Provide the 6-digit passcode to our fraud prevention specialist to freeze unauthorized card transactions.,SCAM,otp_pin
"Hi Aarav, it's Rahul. I got into a severe bike accident near Pune highway and am at City Hospital. Need ₹25,000 for surgery deposit immediately, please UPI now!",SCAM,urgent_transfer
"Bhai, my phone battery is dying at 2%. I am stuck at Delhi airport police checkpoint and lost my wallet. Please transfer ₹15,000 to this officer UPI ID right now!",SCAM,urgent_transfer
"Emergency! This is Dr. Mehta from Apollo Clinic. Your friend Vikram is admitted in ICU. Please transfer ₹40,000 to clinic UPI desk to begin emergency treatment.",SCAM,urgent_transfer
"Beta, my phone fell down and broke, I am messaging from stranger phone. Please transfer ₹20,000 urgently to chemist UPI: chemist99@okaxis for urgent medicines.",SCAM,urgent_transfer
"Hi sir, this is your junior Amit. My mother got sudden cardiac arrest and hospital requires ₹50,000 down payment within 15 minutes. Please transfer, will return tomorrow!",SCAM,urgent_transfer
"Hey bro, custom duty officers held my luggage at Mumbai customs. They are demanding ₹35,000 clearance penalty right now or they will register FIR. Please help me out!",SCAM,urgent_transfer
"Aarav, it's Priya. My car broke down on lonely expressway and towing truck driver is demanding ₹8,500 cash via UPI before he helps. Please transfer immediately!",SCAM,urgent_transfer
"Urgent message from uncle: Landlord is throwing cousin Neha out of hostel right now. Please transfer ₹18,000 hostel rent to this UPI urgently, I have no signal here.",SCAM,urgent_transfer
"Hi boss, this is Sandeep from accounts. Supplier is threatening to stop plant machinery unless we clear ₹45,000 invoice right now. Please send to supplier UPI.",SCAM,urgent_transfer
"Hello friend, I was travelling to Goa and got detained at toll plaza for expired vehicle permit. Need ₹12,000 fine paid immediately to release car. Please send!",SCAM,urgent_transfer
"Urgent request: My sister delivered premature baby and hospital blood bank requires ₹30,000 deposit right now. Please UPI transfer to hospital account urgently.",SCAM,urgent_transfer
"Hey buddy, lost my credit card while travelling abroad and hotel is threatening to call police over room bill. Please send ₹28,000 to hotel UPI urgently!",SCAM,urgent_transfer
"Bhai please help, police caught me for wrong-way driving in urgent rush. Cop agreed to let me go if I pay ₹5,000 spot fine via UPI. Transfer fast please!",SCAM,urgent_transfer
"Hi Aarav, this is your college friend Rohit. House caught small fire, need ₹16,000 urgently to pay electrician and emergency repair team. Please do not call, just UPI.",SCAM,urgent_transfer
"Urgent: Flight boarding gates closing in 10 minutes and airline luggage excess fee is ₹7,200. My debit card declined. Please transfer to counter UPI quickly!",SCAM,urgent_transfer
"Bhai please send ₹22,000 right now. I took an urgent private loan from dangerous people and they are standing outside my house threatening violence. Please save me.",SCAM,urgent_transfer
"Uncle please transfer ₹35,000 to college account right now. Today is last hour for semester exam fees submission or my whole academic year will be cancelled!",SCAM,urgent_transfer
"Hello sir, this is your driver Ramesh. My child fell from school stairs and is bleeding. Doctor asking ₹14,000 for stitches and scan. Please send urgently!",SCAM,urgent_transfer
"Urgent family emergency: Relative passed away in village, need ₹25,000 for ambulance and funeral transport right away. Please transfer to this UPI ID.",SCAM,urgent_transfer
"Bro, my laptop motherboard died during client presentation and shop owner requires ₹18,500 deposit for express 1-hour motherboard replacement. Please send!",SCAM,urgent_transfer
"Aarav, please send ₹10,000 to chemist UPI right away. Grandfather asthma medication finished and pharmacy closing in 10 minutes. Please hurry!",SCAM,urgent_transfer
"Emergency: In Goa with friends, police seized rental scooter for missing documents. Need ₹9,000 settlement fine immediately. Please send to shop UPI.",SCAM,urgent_transfer
"Hi dear, my online banking login got blocked and I need to pay ₹32,000 urgent court fee before 4 PM today. Please transfer for me, returning cash tonight.",SCAM,urgent_transfer
"Brother, stuck in flood water near railway station and rescue boat operator asking ₹6,000 payment. Please send immediately to rescue UPI.",SCAM,urgent_transfer
"Urgent: Uncle suffered fracture at railway station. Station dispensary requires ₹11,000 transfer before shifting to main hospital. Please UPI now!",SCAM,urgent_transfer
"Work from Home Opportunity: Earn ₹3,000 to ₹8,000 daily by simply liking YouTube videos and rating Google maps. Deposit ₹1,000 security fee to start earning today!",SCAM,investment
"Special IPO Pre-Allotment Quota: Guaranteed allotment for upcoming tech IPO with 300% listing gains. Deposit ₹50,000 in VIP institutional account to book quota.",SCAM,investment
"Exclusive Crypto Arbitrage Club: Earn 25% daily compounded profit. Deposit USDT or INR 20,000 into automated bot account. Withdrawal guaranteed in 24 hours.",SCAM,investment
"Part-time Telegram Task Job: Earn ₹500 per hotel review. High daily payouts! Join VIP group at http://t.me/vip-daily-earning-hub and transfer ₹2,500 registration fee.",SCAM,investment
"Forex Trading Secret: Daily 100% accuracy buy/sell signals. Minimum investment ₹10,000 yields ₹35,000 weekly. Contact trading guru on WhatsApp at 9811998877.",SCAM,investment
"Dear investor, your initial investment of ₹5,000 has grown to ₹1,48,200 in our global stock pool. Pay 15% capital gains tax of ₹22,230 to release your full profit.",SCAM,investment
"Amazon Merchant Partnership: Earn commission by completing product review orders. Invest ₹5,000 to unlock tier-1 earning portfolio with guaranteed daily returns.",SCAM,investment
"Gold Trading VIP Group: Earn ₹15,000 per hour following certified SEBI analyst signals. Join exclusive Telegram group and fund your trading wallet now.",SCAM,investment
"Work 30 minutes daily on your phone and earn ₹50,000 monthly. No experience needed. Transfer ₹999 onboarding license fee at http://work-home-india.biz",SCAM,investment
"Special Bitcoin Multiplier: Send 0.01 BTC or ₹25,000 to our smart contract pool and receive double amount back in 48 hours. Limited slots remaining!",SCAM,investment
"Dear Member, your crypto wallet holds ₹2,80,000 profit. To activate withdrawal pipeline, transfer ₹14,000 anti-money laundering verification deposit.",SCAM,investment
"Earn daily rental income of ₹4,500 by investing in virtual solar power plant shares. Minimum entry ₹15,000. Sign up at http://solar-green-invest.org",SCAM,investment
"Instant Doubling Scheme: Approved by international financial board. Invest ₹10,000 today and receive ₹20,000 tomorrow directly into your bank account.",SCAM,investment
"Stock Market Insider Tips: Get 100% multibagger penny stock tips before market open. Pay ₹12,000 quarterly membership fee to our expert WhatsApp desk.",SCAM,investment
"YouTube Video Like Task: You completed 3 tasks and earned ₹600. To unlock high-value ₹10,000 merchant task, deposit ₹3,000 into merchant liquidity wallet.",SCAM,investment
"Exclusive Pre-Market Equity Fund: Get shares at 50% discount before public listing. Transfer ₹40,000 to angel syndicate account to reserve allocation.",SCAM,investment
"Earn ₹2,000 per hour from home typing captcha codes. Pay ₹1,499 software activation fee to commence immediate work and receive weekly bank transfers.",SCAM,investment
"Dear Trader, congratulations on winning ₹3,50,000 on algorithmic trading app. Pay ₹28,000 processing charges to transfer profits to your savings bank account.",SCAM,investment
"Passive Income Club: Invest in foreign currency hedge pool with zero loss guarantee. Starting at ₹20,000 with daily interest credits. Inquire on WhatsApp.",SCAM,investment
Earn 10% daily return by staking USDT in decentralized peer-to-peer liquidity loan pools. Transfer investment funds to smart wallet address to start.,SCAM,investment
"Work from home watching movie trailers and earn ₹1,200 per video. Deposit ₹2,000 refundable security amount to activate your verified viewer account.",SCAM,investment
"High Yield Investment Program: 200% return in 7 days guaranteed by sovereign bond backing. Minimum deposit ₹25,000. Contact finance advisor at 9877223344.",SCAM,investment
"Dear investor, unlock your pending ₹95,000 trading bonus by depositing matching balance of ₹20,000 into trading escrow account before 5 PM today.",SCAM,investment
"Mutual Fund Arbitrage Loophole: Legal risk-free arbitrage system generating 40% monthly returns. Enroll in mentorship program for one-time fee of ₹8,000.",SCAM,investment
"Earn lucrative commission rating luxury mobile apps on Google Play Store. Transfer ₹4,999 security bond to get assigned 10 premium daily review tasks.",SCAM,investment
Bank Technical Support: Your mobile banking app is infected with dangerous malware. Download AnyDesk from Play Store and share the 9-digit code to let us disinfect your phone.,SCAM,remote_access
"Dear customer, your UPI transactions are failing due to outdated device security certificate. Install QuickSupport app and grant remote screen access to our technician.",SCAM,remote_access
Alert from Telecom Security: Your phone is broadcasting unauthorized SMS. Install RustDesk application immediately so our engineer can patch your SIM network.,SCAM,remote_access
"Electricity Dept Warning: To resolve pending smart meter sync error, download TeamViewer on your phone and connect with our field technician at 9811220099.",SCAM,remote_access
SafeBank Fraud Desk: We detected unauthorized screen mirroring on your device. Install AirDroid from http://safebank-antivirus.apk to let our cyber cell inspect your phone.,SCAM,remote_access
"Dear customer, your SBI YONO login requires manual device binding. Download ScreenShare support tool and share meeting code with customer care agent.",SCAM,remote_access
"Google Pay Technical Support: To fix UPI payment timeout error, install AnyDesk app and keep Google Pay open while our technical representative guides you.",SCAM,remote_access
Axis Bank Alert: Your netbanking session is compromised. Install our certified remote diagnostics tool from http://axis-remote-assist.top and follow voice instructions.,SCAM,remote_access
"To refund your failed recharge of ₹650, download TeamViewer QuickSupport app on your mobile and provide the temporary partner ID to our support staff.",SCAM,remote_access
BSNL Technical Helpdesk: Your broadband speed is capped due to router misconfiguration. Install AnyDesk to let our broadband engineer optimize network settings.,SCAM,remote_access
Paytm Security Team: Your merchant wallet is locked. Download Remote Support app from link http://paytm-security-assist.in to enable biometric unlock with our officer.,SCAM,remote_access
"Dear user, your phone contains an illegal remote banking trojan. Download our bank-approved cleaner app and give full accessibility permissions immediately.",SCAM,remote_access
"ICICI Bank Support: To complete high-value payment clearance of ₹1,20,000, connect your device to our bank server via TeamViewer QuickSupport now.",SCAM,remote_access
"Airtel 5G Setup: To activate free 5G network on your smartphone, install AnyDesk and permit our technician to update internal APN system configuration.",SCAM,remote_access
PhonePe Support Desk: Your transaction is stuck on pending status. Install RustDesk on your phone and accept screen share request from our support agent.,SCAM,remote_access
"Dear customer, your credit card loyalty portal has a sync failure. Install ScreenAssist tool and open your banking app so our executive can verify balance.",SCAM,remote_access
"HDFC Security Helpline: To prevent unauthorized withdrawal of ₹50,000, install remote security tool from http://hdfc-shield-tool.apk and accept all permissions.",SCAM,remote_access
"FASTag Toll Desk: To fix blacklisted tag, install AnyDesk app on your phone, open your banking app and show your QR code to our technician.",SCAM,remote_access
"Dear user, your device IP is blacklisted by National Cyber Crime portal. Install Remote Assist tool immediately to allow cyber officer to clear your device log.",SCAM,remote_access
"Kotak Support: To process ATM refund of ₹3,000, install TeamViewer QuickSupport and keep your debit card ready in front of camera for verification.",SCAM,remote_access
Apple Support Desk: Malicious spyware installed on your iPhone. Connect your phone to our remote desktop diagnostic session using code 482-910-231.,SCAM,remote_access
"Dear Customer, your mobile banking token is corrupted. Install ScreenShare application and read out the 9-digit session code to our bank helpline executive.",SCAM,remote_access
